"schema_version","scene_id","line_id","arc","day","time_window","trigger","condition","priority","once_scope","sequence","speaker","contact","delivery","portrait","text","choice_a_id","choice_a_text","choice_a_reply","choice_a_effects","choice_a_next","choice_b_id","choice_b_text","choice_b_reply","choice_b_effects","choice_b_next","choice_c_id","choice_c_text","choice_c_reply","choice_c_effects","choice_c_next","enter_effects","auto_next","purpose"
"5","borrow_defer_night","borrow_defer_night_01","debt","1..5","night","","","0","game","1","Protagonist","나","overlay","","이 시간에 돈 빌려 달라고 연락하기도 그렇다. 오늘은 자고, 아침에 다시 생각하자.","","","","","","","","","","","","","","","","pending.borrow_menu:set=true|flag.borrow_deferred:set=true|tutorial:set=sleep","","밤늦은 차용 요청을 다음 날 오전으로 미룬다."
"5","borrow_morning_cue","borrow_morning_cue_01","main","1..5","morning","deferred_borrow_morning","pending.borrow_menu=true","600","day","1","Protagonist","나","overlay","","어젯밤 미뤄 둔 연락을 지금 정해야 한다. 누구에게 부탁할까.","borrow_morning_mom","엄마에게 교통비라고 부탁한다","","borrow:prepare=mom","","borrow_morning_seojun","서준에게 급한 돈이라고 부탁한다","","borrow:prepare=seojun","","borrow_morning_none","아무에게도 빌리지 않는다","","counter.refusals:add=1|route:gamble_no_funds_stop if borrowed.minjae=true else minjae_loan_offer","","","","일반 아침 장면이 끝난 뒤 차용 대상을 직접 결정한다."
"5","borrow_morning_minjae_cue","borrow_morning_minjae_cue_01","main","1..5","morning","deferred_borrow_morning","pending.borrow_menu=true","601","day","1","Protagonist","나","overlay","","어젯밤 미뤄 둔 연락을 정해야 한다. 엄마와 서준에게는 이미 부탁했으니 남은 사람은 민재뿐이다.","borrow_morning_minjae","민재에게 빌려 달라고 부탁한다","","borrow:prepare=minjae","","borrow_morning_minjae_none","아무에게도 빌리지 않는다","","counter.refusals:add=1","minjae_loan_offer","","","","","","","","다음 날 아침에도 민재 직접 요청과 거절 뒤 선제 제안을 같은 구조로 제공한다."
"5","borrow_prepare_mom","borrow_prepare_mom_01","main","1..5","morning","","","0","day","1","Protagonist","나","overlay","","엄마에게 부탁해 보자. 메시지 앱에서 엄마 채팅방을 열면 보낼 말을 정할 수 있다.","","","","","","","","","","","","","","","","","","엄마 채팅방에서 차용 메시지 선택지를 직접 누르게 한다."
"5","borrow_prepare_seojun","borrow_prepare_seojun_01","main","1..5","morning","","","0","day","1","Protagonist","나","overlay","","서준에게 부탁해 보자. 메시지 앱에서 서준 채팅방을 열면 보낼 말을 정할 수 있다.","","","","","","","","","","","","","","","","","","서준 채팅방에서 차용 메시지 선택지를 직접 누르게 한다."
"5","mom_loan_response","mom_loan_response_01","debt","1..5","morning","","","0","game","1","Mom","엄마","message","","5만 원이나? 지난번에 준 돈은 다 쓴 거야?","","","","","","","","","","","","","","","","","","엄마에게 차용 요청을 보낸 뒤 반응한다."
"5","mom_loan_response","mom_loan_response_02","debt","1..5","morning","","","0","game","2","Mom","엄마","message","","일단 보냈어. 나중에 어디에 썼는지 같이 보자.","","","","","","","","","","","","","","","","borrowed.mom:set=true|debt_owner:set=mom|debt:add=50000|cash:add=50000","","엄마에게 빌린 돈을 실제 잔액과 채무에 반영한다."
"5","mom_loan_response","mom_loan_response_03","debt","1..5","morning","","","0","game","3","Protagonist","엄마","message","","엄마 고마워. 나중에 어디에 썼는지 제대로 말할게.","","","","","","","","","","","","","","","","","","차용 대화를 마무리한다."
"5","seojun_loan_response","seojun_loan_response_01","debt","1..5","morning","","","0","game","1","Seojun","서준","message","seojun_worried","무슨 일인데? 너 원래 돈 빌려달라는 말 안 하잖아.","","","","","","","","","","","","","","","","","","서준에게 차용 요청을 보낸 뒤 이유를 묻는다."
"5","seojun_loan_response","seojun_loan_response_02","debt","1..5","morning","","","0","game","2","Protagonist","서준","message","","집에 말하기 좀 애매한 일이야. 다음 주 알바비 받으면 바로 줄게.","","","","","","","","","","","","","","","","","","주인공이 이유를 숨긴 채 상환 약속을 한다."
"5","seojun_loan_response","seojun_loan_response_03","debt","1..5","morning","","","0","game","3","Seojun","서준","message","seojun_worried","....알겠어. 보냈어. 진짜 곤란한 일 있으면 돈부터 빌리지 말고 얘기해.","","","","","","","","","","","","","","","","borrowed.seojun:set=true|debt_owner:set=seojun|debt:add=50000|cash:add=50000|relation.seojun:add=1","","서준에게 빌린 돈을 실제 잔액과 채무에 반영한다."
"5","seojun_loan_response","seojun_loan_response_04","debt","1..5","morning","","","0","game","4","Protagonist","서준","message","","고마워. 다음 주 알바비 들어오면 꼭 갚을게. 괜히 걱정하게 해서 미안.","","","","","","","","","","","","","","","","","","서준 차용 대화를 마무리한다."
"5","gamble_no_funds_exhausted","gamble_no_funds_exhausted_01","debt","1..5","night","","","0","day","1","Protagonist","나","overlay","","이미 한 번씩 부탁했던 사람들에게 또 손을 벌릴 수는 없다. 더는 빌릴 곳도 없다.","","","","","","","","","","","","","","","","","gamble_no_funds_stop","모든 차용 대상을 이미 이용한 뒤에는 재차용 선택을 막는다."
"5","sys_late_gamble_morning_weekend","sys_late_gamble_morning_weekend_01","main","2..5","7:00","day_start","flag.gambled_late=true;flag.borrow_deferred!=true;day=2|day=3","203","day","1","Protagonist","나","narration","","언제 잠든 거지.... 도박 앱을 켜둔 채 그대로 잠든 모양이다.","","","","","","","","","","","","","","","","","","주말 밤샘 뒤 아침 배경으로 전환한다."
"5","sys_late_gamble_morning_weekend","sys_late_gamble_morning_weekend_02","main","2..5","7:00","day_start","flag.gambled_late=true;flag.borrow_deferred!=true;day=2|day=3","203","day","2","Protagonist","나","narration","","벌써 오전 10시다. 카페 근무 시간은 이미 지나 있었다.... 결국 오늘 알바를 놓쳤다.","","","","","","","","","","","","","","","","fatigue:add=1|counter.short_sleep_days:add=1|flag.gambled_late:set=false","","주말 밤샘 결과를 카페 결근으로 명확히 안내한다."
"5","gamble_7","gamble_7_01","gambling","1..5","cinematic","gamble_7","","300","day","1","Narrator","","cinematic","","다시 넣은 돈에서 20,000원이 늘었다. 바닥까지 갔던 잔액이 오르자 방금 전 손실이 잠깐 잊혔다.","","","","","","","","","","","","","","","","clock:add=120|cash:add=20000|temptation:add=1","","전액 손실 뒤 작은 적중이 다시 확신을 만드는 과정을 보여 준다."
"5","gamble_7","gamble_7_02","gambling","1..5","cinematic","gamble_7","","300","day","2","Protagonist","나","dialogue","","....한 번만 더 맞으면 이번엔 진짜 되찾을 수 있을 것 같은데.","","","","","","","","","","","","","","","","","","작은 수익을 다음 도박의 근거로 오해한다."
"5","gamble_8","gamble_8_01","gambling","1..5","cinematic","gamble_8","","300","day","1","Narrator","","cinematic","","그 확신을 따라 금액을 키웠지만 결과는 40,000원 손실이었다. 남아 있던 돈도 함께 줄었다.","","","","","","","","","","","","","","","","clock:add=120|cash:add=-40000|temptation:add=2","","작은 적중 뒤 더 큰 금액을 걸어 손실이 커지는 흐름을 보여 준다."
"5","gamble_8","gamble_8_02","gambling","1..5","cinematic","gamble_8","","300","day","2","Protagonist","나","dialogue","","방금 번 것보다 더 크게 잃었다. 그런데도 또 다음 판부터 생각났다.","","","","","","","","","","","","","","","","","","작은 적중 뒤 다음 판을 떠올리는 심리를 보여 준다."
"5","d1_school_missed_message","d1_school_missed_message_03","school","1","night","school_missed","","175","day","3","Protagonist","서연","message","","미안해. 오늘 연락도 못 했어. 월요일까지 상담 번호랑 사례 정리해서 보낼게.","","","","","","","","","","","","","","","","relation.seoyeon:add=-1","",""
"5","v5_d2_start","v5_d2_start_01","main","2","7:00","day_start","flag.late_wake_today!=true","220","day","1","Protagonist","나","narration","","토요일 아침. 오늘은 카페 첫 근무가 있는 날이다.","","","","","","","","","","","","","","","","","","첫 주말 근무를 일정의 중심에 둔다."
"5","v5_d2_start","v5_d2_start_02","main","2","7:00","day_start","","220","day","2","Protagonist","나","dialogue","","오늘 근무를 마치면 일당 5만 원을 받는다. 지금 모은 돈에 얼마나 보탤 수 있는지 확인하고 늦지 않게 출발하자.","","","","","","","","","","","","","","","","tutorial:set=map","",""
"5","v5_d2_minjae","v5_d2_minjae_01","gambling","2","morning","day_start","","180","day","1","Minjae","민재","message","minjae_default","오늘 알바지? 하루 종일 일해서 5만 원 받느니 어제 보낸 앱이 훨씬 빠르다니까.","v5_d2_reply_job","알바부터 갈 거야.","오늘은 알바부터 갈 거야. 끝나고 내가 정할게.","counter.refusals:add=1","","v5_d2_reply_later","끝나고 확인해 볼게.","알바 끝나고 확인해 볼게. 지금은 늦으면 안 돼.","gamble:offer","","","","","","","","","도박 여부는 메시지 선택이 아니라 일정 완료 뒤 앱에서 결정한다."
"5","v5_d2_job","v5_d2_job_01","job","2","job","job_complete","","190","game","1","CafeManager","점장님","dialogue","manager_default","첫날이니까 주문보다 정리부터 익혀. 모르는 건 바로 물어보고.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_job","v5_d2_job_02","job","2","job","job_complete","","190","game","2","Protagonist","나","narration","","정신없이 움직이다 보니 어느새 마감 시간이었다.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_job","v5_d2_job_03","job","2","job","job_complete","","190","game","3","CafeManager","점장님","dialogue","manager_default","오늘 일당 5만 원은 넣어뒀어. 내일도 같은 시간에 보자.","","","","","","","","","","","","","","","","counter.job_attendance:add=1|relation.manager:add=1","","첫 근무와 정상 수입을 보여 준다."
"5","v5_d2_job","v5_d2_job_04","job","2","job","job_complete","","190","game","4","Protagonist","나","dialogue","","네, 감사합니다. 내일도 시간 맞춰 올게요.","","","","","","","","","","","","","","","","","","점장에게 인사한 뒤 귀가한다."
"5","v5_d2_job_missed","v5_d2_job_missed_01","job","2","afternoon","job_missed","","190","day","1","CafeManager","점장님","message","manager_worried","오늘 첫 출근인데 연락도 없이 안 왔네. 무슨 일 있니?","v5_d2_missed_apology","죄송하다고 답한다.","죄송해요. 시간을 놓쳤어요. 내일은 꼭 먼저 연락드릴게요.","relation.manager:add=-2","","","","","","","","","","","","","","첫 결근을 즉시 관계 결과로 돌려준다."
"5","v5_d2_missed_daytime","v5_d2_missed_daytime_01","main","2","daytime","job_missed","schedule.job=missed;schedule.homework=pending","175","day","1","Protagonist","나","overlay","","점장님께 사과하고 늦은 아침을 먹었다. 알바 대신 밀린 집안일과 조별과제 자료를 정리하다 보니 어느새 16시가 됐다.","","","","","","","","","","","","","","","","clock:advance_to=16:00","","오전 결근 뒤 공부가 정오에 끝나 버리지 않도록 낮 시간을 자연스럽게 연결한다."
"5","v5_d2_study_cue_done","v5_d2_study_cue_done_01","study","2","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","196","day","1","Protagonist","나","overlay","","첫 근무를 마치고 집에 오니 16시다. 오늘 번 5만 원이 통장에 들어왔지만, 아직 서연과 약속한 조별과제가 남아 있다.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_cue_done","v5_d2_study_cue_done_02","study","2","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","196","day","2","Seoyeon","서연","message","seoyeon_default","알바 끝났어? 어제 맡은 상담 번호랑 어떤 도움을 받을 수 있는지 오늘 정리해 줄 수 있어?","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_cue_done","v5_d2_study_cue_done_03","study","2","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","196","day","3","Protagonist","서연","message","","응, 지금 집에 왔어. 번호만 쓰지 않고 상담 내용이랑 출처까지 확인해서 보낼게.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_cue_done","v5_d2_study_cue_done_04","study","2","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","196","day","4","Protagonist","나","overlay","","서연에게 답장도 했으니 공부 앱에서 자료 조사를 시작하자.","","","","","","","","","","","","","","","","tutorial:set=study","","알바 귀가 뒤 서연의 메시지를 확인하고 답한 다음 공부 앱으로 연결한다."
"5","v5_d2_study_cue_missed","v5_d2_study_cue_missed_01","study","2","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","1","Protagonist","나","overlay","","오늘 알바는 놓쳤다. 수리비 계획은 틀어졌지만 서연과 약속한 조별과제까지 미룰 수는 없다.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_cue_missed","v5_d2_study_cue_missed_02","study","2","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","2","Seoyeon","서연","message","seoyeon_default","어제 맡은 상담 번호 자료, 오늘 확인할 수 있지? 번호만 말고 어떤 도움을 받을 수 있는지도 부탁해.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_cue_missed","v5_d2_study_cue_missed_03","study","2","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","3","Protagonist","서연","message","","응. 늦지 않게 상담 내용이랑 출처까지 확인해서 보낼게.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_cue_missed","v5_d2_study_cue_missed_04","study","2","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","4","Protagonist","나","overlay","","적어도 약속한 자료는 끝내자. 공부 앱에서 상담 정보를 조사하자.","","","","","","","","","","","","","","","","tutorial:set=study","",""
"5","v5_d2_study_done","v5_d2_study_done_01","study","2","evening","homework_complete","","205","game","1","Protagonist","서연","message","","서연아. 도박 문제 상담은 국번 없이 1336이래. 전화로 상담받을 수 있고, 가족이나 주변 사람도 도움을 요청할 수 있대.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_done","v5_d2_study_done_02","study","2","evening","homework_complete","","205","game","2","Seoyeon","서연","message","seoyeon_default","1336 맞아. 출처까지 같이 적어줘서 첫 장 정리하기 편하겠다.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_done","v5_d2_study_done_03","study","2","evening","homework_complete","","205","game","3","Seoyeon","서연","message","seoyeon_default","내일은 내가 찾은 사례를 보내줄게. 처음에 왜 빠져들었고 어떤 순간부터 문제가 커졌는지 같이 보자.","","","","","","","","","","","","","","","","","",""
"5","v5_d2_study_done","v5_d2_study_done_04","study","2","evening","homework_complete","","205","game","4","Protagonist","서연","message","","응. 내일 알바 끝나고 사례 확인해서 내 생각도 보내줄게.","","","","","","","","","","","","","","","","project.progress:add=1|relation.seoyeon:add=1","","공부 결과를 주인공이 먼저 보내고 다음 과제 약속에도 답한다."
"5","v5_d2_night_done","v5_d2_night_done_01","sleep","2","21:00","evening_fill","schedule.job=complete;schedule.homework=complete","90","day","1","Protagonist","나","overlay","","서연에게 자료를 보내고 답장까지 마쳤다. 저녁을 먹고 내일 근무 준비를 하다 보니 21시가 됐다.","","","","","","","","","","","","","","","","clock:set=21:00","","서연과의 대화가 끝난 뒤에만 밤 장면으로 전환한다."
"5","v5_d2_night_missed","v5_d2_night_missed_01","sleep","2","21:00","evening_fill","schedule.job=missed;schedule.homework=complete","89","day","1","Protagonist","나","overlay","","서연에게 자료를 보내고 답장까지 마쳤다. 오늘 몫 5만 원은 비었지만 내일 근무 준비를 하다 보니 21시가 됐다.","","","","","","","","","","","","","","","","clock:set=21:00","","결근 경로도 공부와 메시지를 마친 뒤 밤으로 전환한다."
"5","v5_d3_start","v5_d3_start_01","main","3","7:00","day_start","flag.late_wake_today!=true","220","day","1","Protagonist","나","narration","","일요일 아침. 오늘 카페 근무까지 마치면 이번 주말 일정은 끝난다.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_start","v5_d3_start_02","main","3","7:00","day_start","","220","day","2","Protagonist","나","dialogue","","오늘도 출근 시간이 정해져 있다. 남은 일은 근무를 마치고 생각하자. 먼저 카페에 가자.","","","","","","","","","","","","","","","","tutorial:set=map","",""
"5","v5_d3_minjae_none","v5_d3_minjae_none_01","gambling","3","morning","day_start","counter.gamble_sessions=0","182","day","1","Minjae","민재","message","minjae_default","아직도 안 해봤어? 보너스 없어지기 전에 한 번만 눌러 봐.","v5_d3_none_reply","오늘도 알바부터 간다.","오늘도 알바부터 갈 거야. 계속 재촉하지 마.","counter.refusals:add=1","","","","","","","","","","","","","",""
"5","v5_d3_minjae_profit","v5_d3_minjae_profit_01","gambling","3","morning","day_start","counter.gamble_sessions>=1;counter.gamble_sessions<3","183","day","1","Minjae","민재","message","minjae_default","전에 바로 돈 들어오는 거 봤잖아. 오늘도 한 번만 하면 수리비 금방 채우겠다.","v5_d3_profit_stop","번 돈으로 끝낸다.","그때 번 건 운이 좋았던 거야. 오늘은 알바부터 갈게.","counter.refusals:add=1","","v5_d3_profit_later","알바 뒤에 생각한다.","지금은 알바 가야 해. 끝나고 내가 정할게.","gamble:offer","","","","","","","","",""
"5","v5_d3_minjae_loss","v5_d3_minjae_loss_01","gambling","3","morning","day_start","counter.gamble_sessions>=3","184","day","1","Minjae","민재","message","minjae_angry","지금 멈추면 잃은 돈 그대로잖아. 오늘 흐름 좋다니까 알바 끝나고라도 복구해.","v5_d3_loss_stop","더 잃기 전에 멈춘다.","잃은 돈 때문에 또 들어가진 않을 거야. 오늘 일정부터 지킬게.","counter.refusals:add=1","","v5_d3_loss_later","알바 뒤에 다시 본다.","일단 알바부터 갈게. 끝나고 다시 생각해 볼게.","gamble:offer","","","","","","","","",""
"5","v5_d3_job_good","v5_d3_job_good_01","job","3","job","job_complete","counter.job_attendance>=1","192","game","1","CafeManager","점장님","dialogue","manager_default","주말 이틀 다 시간 맞춰 왔네. 오늘 일당까지 넣어뒀어. 수고했다.","","","","","","","","","","","","","","","","counter.job_attendance:add=1|relation.manager:add=2","",""
"5","v5_d3_job_good","v5_d3_job_good_02","job","3","job","job_complete","counter.job_attendance>=1","192","game","2","Protagonist","나","dialogue","","감사합니다. 오늘도 수고하셨어요.","","","","","","","","","","","","","","","","","","점장에게 인사한 뒤 귀가한다."
"5","v5_d3_job_return","v5_d3_job_return_01","job","3","job","job_complete","counter.job_attendance=0","191","game","1","CafeManager","점장님","dialogue","manager_worried","어제는 걱정했어. 오늘 나온 건 다행이지만 다음에는 늦기 전에 꼭 연락해.","","","","","","","","","","","","","","","","counter.job_attendance:add=1|relation.manager:add=-1","",""
"5","v5_d3_job_return","v5_d3_job_return_02","job","3","job","job_complete","counter.job_attendance=0","191","game","2","Protagonist","나","dialogue","","죄송합니다. 다음에는 늦기 전에 꼭 연락드릴게요.","","","","","","","","","","","","","","","","","","점장에게 인사한 뒤 귀가한다."
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_00","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","0","Protagonist","나","overlay","","두 번째 근무를 마치고 집에 오니 16시다. 주말 알바는 끝났지만 월요일 발표 전에 정리할 사례가 남아 있다.","","","","","","","","","","","","","","","","","","귀가 직후 저녁 장면을 먼저 보여 준다."
"5","v5_d3_job_missed_first","v5_d3_job_missed_first_01","job","3","afternoon","job_missed","counter.job_failures=0","192","day","1","CafeManager","점장님","message","manager_worried","오늘 출근하지 않았네. 계속 근무할 생각이 있는지는 알려 줘.","v5_d3_missed_apology","사과하고 다시 기회를 부탁한다.","죄송해요. 다음 근무 전에는 꼭 먼저 연락드릴게요.","relation.manager:add=-2","","","","","","","","","","","","","",""
"5","v5_d3_job_missed_fired","v5_d3_job_missed_fired_01","job","3","afternoon","job_missed","counter.job_failures>=1","193","day","1","CafeManager","점장님","message","manager_angry","두 번 연속 연락 없이 빠졌어. 다음 근무는 당분간 잡기 어렵겠다.","v5_d3_fired_reply","죄송하다고 답한다.","죄송합니다. 제가 약속을 지키지 못했어요.","relation.manager:add=-3|flag.job_fired:set=true","","","","","","","","","","","","","","연속 결근을 명확한 해고 결과로 보여 준다."
"5","v5_d3_missed_daytime_first","v5_d3_missed_daytime_first_01","main","3","daytime","job_missed","schedule.job=missed;schedule.homework=pending;counter.job_failures=0","176","day","1","Protagonist","나","overlay","","점장님께 사과하고 다음 근무는 놓치지 않도록 일정을 다시 적었다. 점심을 먹고 발표 자료를 살펴보다 보니 16시가 됐다.","","","","","","","","","","","","","","","","clock:advance_to=16:00","","첫 결근 뒤 남은 낮 시간을 일정 정리와 과제 준비로 연결한다."
"5","v5_d3_missed_daytime_fired","v5_d3_missed_daytime_fired_01","main","3","daytime","job_missed","schedule.job=missed;schedule.homework=pending;counter.job_failures>=1","176","day","1","Protagonist","나","overlay","","다음 근무를 잡기 어렵다는 메시지를 몇 번이나 다시 읽었다. 사라진 알바비와 수리비 계획을 다시 계산하다 보니 어느새 16시였다.","","","","","","","","","","","","","","","","clock:advance_to=16:00","","연속 결근의 해고 결과와 줄어든 수입을 낮 시간에 체감시킨다."
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_01","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","1","Seoyeon","서연","message","seoyeon_default","알바 끝났지? 어제 말한 사례 보내둘게. 우리 또래가 무료 포인트로 시작한 이야기야.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_02","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","2","Protagonist","서연","message","","응, 지금 집이야. 처음에는 어떻게 빠져들었대?","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_03","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","3","Seoyeon","서연","message","seoyeon_default","처음엔 무료 포인트로 조금 땄대. 그러니까 다음에도 쉽게 딸 수 있을 것 같았겠지.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_04","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","4","Protagonist","서연","message","","조금 땄으면 거기서 그만두면 되는 거 아니야? 왜 계속했대?","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_05","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","5","Seoyeon","서연","message","seoyeon_worried","한 번 잃고 나서는 그것만 되찾자고 했대. 그러다 친구한테 돈을 빌리고 학교와 알바도 계속 빠졌고.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_done","v5_d3_case_cue_done_06","study","3","16:00","post_job_home","schedule.job=complete;schedule.homework=pending","198","day","6","Protagonist","나","overlay","","오늘 서연이가 보내 준 사례를 공부 앱에서 다시 읽어보자. 처음의 이득보다 손실을 되찾으려 한 뒤 무엇이 달라졌는지 봐야겠다.","","","","","","","","","","","","","","","","flag.seoyeon_case_seen:set=true|tutorial:set=study","","주인공의 질문을 통해 사례를 이해한 뒤 공부 앱으로 연결한다."
"5","v5_d3_case_cue_missed","v5_d3_case_cue_missed_01","study","3","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","1","Seoyeon","서연","message","seoyeon_worried","어제 말한 사례 보내둘게. 처음엔 조금 땄다가, 잃은 돈을 되찾겠다고 친구에게 빌리고 약속까지 계속 놓친 이야기야.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_missed","v5_d3_case_cue_missed_02","study","3","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","2","Protagonist","서연","message","","응. 그냥 넘기면 안 될 것 같아. 지금 읽어볼게.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_case_cue_missed","v5_d3_case_cue_missed_03","study","3","afternoon","job_missed","schedule.job=missed;schedule.homework=pending","170","day","3","Protagonist","나","overlay","","오늘 서연이가 보내 준 사례에서 돈을 빌린 뒤 일정까지 무너진 부분을 정리하자.","","","","","","","","","","","","","","","","flag.seoyeon_case_seen:set=true|tutorial:set=study","",""
"5","v5_d3_study_done","v5_d3_study_done_01","study","3","evening","homework_complete","","205","game","1","Protagonist","서연","message","","사례 다시 봤어. 처음 딴 돈보다, 잃은 돈을 되찾으려고 빌린 뒤 학교와 알바까지 놓친 부분이 제일 위험해 보여.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_study_done","v5_d3_study_done_02","study","3","evening","homework_complete","","205","game","2","Seoyeon","서연","message","seoyeon_default","맞아. 손실을 만회하려고 빌리고 다시 시작한 순간부터 피해가 더 커졌어.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_study_done","v5_d3_study_done_03","study","3","evening","homework_complete","","205","game","3","Seoyeon","서연","message","seoyeon_default","월요일에는 이 사례랑 광고의 유혹 장치를 발표자료로 만들자.","","","","","","","","","","","","","","","","","",""
"5","v5_d3_study_done","v5_d3_study_done_04","study","3","evening","homework_complete","","205","game","4","Protagonist","서연","message","","응. 월요일 학교에서 역할 나누고 같이 만들자.","","","","","","","","","","","","","","","","project.progress:add=1|relation.seoyeon:add=1","",""
"5","v5_d3_night_done","v5_d3_night_done_01","sleep","3","21:00","evening_fill","schedule.job=complete;schedule.homework=complete","90","day","1","Protagonist","나","overlay","","서연에게 사례 분석을 보내고 월요일 약속까지 정했다. 학교와 발표 준비물을 챙기다 보니 21시가 됐다.","","","","","","","","","","","","","","","","clock:set=21:00","","서연과의 메시지가 끝난 뒤 밤 장면으로 전환한다."
"5","v5_d3_night_missed","v5_d3_night_missed_01","sleep","3","21:00","evening_fill","schedule.job=missed;schedule.homework=complete","89","day","1","Protagonist","나","overlay","","알바와 수리비 계획은 꼬였지만 사례 분석은 서연에게 보냈다. 내일 학교 준비를 하다 보니 21시가 됐다.","","","","","","","","","","","","","","","","clock:set=21:00","","결근 경로도 메시지를 마친 뒤 밤 장면으로 전환한다."
"5","v5_d4_start_stable","v5_d4_start_stable_01","main","4","7:00","day_start","counter.gamble_sessions<3;flag.late_wake_today!=true","220","day","1","Protagonist","나","narration","","월요일 아침. 오늘은 학교에서 서연과 발표 자료를 마무리해야 한다.","","","","","","","","","","","","","","","","tutorial:set=map","",""
"5","v5_d4_start_risk","v5_d4_start_risk_01","main","4","7:00","day_start","counter.gamble_sessions>=3;flag.late_wake_today!=true","221","day","1","Protagonist","나","narration","","월요일 아침. 도박에 쓴 돈 생각이 먼저 떠올랐지만 오늘은 학교와 조별과제를 더 미룰 수 없다.","","","","","","","","","","","","","","","","tutorial:set=map","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_01","school","4","school","school_complete","","225","game","1","Teacher","담임 선생님","dialogue","","오늘은 온라인 도박 광고가 왜 게임처럼 보이는지, 실제 도박은 무엇으로 구분하는지 발표자료로 정리해 보자.","","","","","","","","","","","","","","","","","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_02","school","4","school","school_complete","","225","game","2","Seoyeon","서연","dialogue","seoyeon_default","첫 장에는 출석 보상, 무료 포인트, 레벨처럼 게임에서 익숙한 장치를 넣자. 경계심을 낮추는 데 쓰일 수 있대.","","","","","","","","","","","","","","","","","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_03","school","4","school","school_complete","","225","game","3","Protagonist","나","dialogue","","그럼 캐릭터나 레벨이 있으면 전부 도박이라는 뜻이야? 일반 게임이랑 어떻게 구분해?","","","","","","","","","","","","","","","","","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_04","school","4","school","school_complete","","225","game","4","Seoyeon","서연","dialogue","seoyeon_default","그건 아니야. 겉모습보다 실제 돈이나 가치 있는 걸 걸고, 우연한 결과에 따라 돈을 따거나 잃는 구조인지 봐야 한대.","","","","","","","","","","","","","","","","","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_05","school","4","school","school_complete","","225","game","5","Protagonist","나","dialogue","","알겠어. 첫 장은 유혹 장치, 두 번째 장은 돈을 거는 구조와 우연한 결과로 나눠서 만들게.","","","","","","","","","","","","","","","","","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_06","school","4","school","school_complete","","225","game","6","Seoyeon","서연","dialogue","seoyeon_default","마지막에는 친구가 도박 문제를 털어놨을 때 어떻게 도울지도 넣자. 혼내거나 대신 갚아주는 건 해결이 아니래.","","","","","","","","","","","","","","","","","",""
"5","v5_d4_school_lesson","v5_d4_school_lesson_07","school","4","school","school_complete","","225","game","7","Protagonist","나","dialogue","","그냥 하지 말라고 세게 말리면 되는 거 아니야?","","","","","","","","","","","","","","","","","",""
